Formula,Fractional Enrichment,Fractional Enrichment with zero,Label,Name,Sample,Truth Value_x,Intensity,Unlabeled Fragment,Indistinguishale_isotope,NA Corrected,NA Corrected with zero,Pool_total,Truth Value_y
C21H29N7O14P2,0.8522,0.8522,C12 PARENT,NADH,091215_120i,False,41983.84,NADH,{},53074.0517482,53074.0517482,62278.0961824,False
C21H29N7O14P2,0.9817,0.9817,C12 PARENT,NADH,091215_5M,False,111698.5,NADH,{},141204.138764,141204.138764,143835.151532,False
C21H29N7O14P2,0.8122,0.8122,C12 PARENT,NADH,091215_240M,False,25501.31,NADH,{},32237.5906203,32237.5906203,39690.4205923,False
C21H29N7O14P2,0.9896,0.9896,C12 PARENT,NADH,091215_15i,False,62421.88,NADH,{},78910.8878402,78910.8878402,79737.6262333,False
C21H29N7O14P2,0.7078,0.7078,C12 PARENT,NADH,091215_240i,False,36564.28,NADH,{},46222.8916854,46222.8916854,65308.9747183,False
C21H29N7O14P2,0.9839,0.9839,C12 PARENT,NADH,091215_15M,False,97361.25,NADH,{},123079.642567,123079.642567,125095.756677,False
C21H29N7O14P2,0.894,0.894,C12 PARENT,NADH,091215_120M,False,30107.7,NADH,{},38060.7783333,38060.7783333,42572.802128,False
C21H29N7O14P2,0.9905,0.9905,C12 PARENT,NADH,091215_3i,False,127332.5,NADH,{},160967.927046,160967.927046,162509.349432,False
C21H29N7O14P2,0.9828,0.9828,C12 PARENT,NADH,091215_1M,False,92370.44,NADH,{},116770.488659,116770.488659,118813.93932,False
C21H29N7O14P2,0.9341,0.9341,C12 PARENT,NADH,091215_45i,False,74207.45,NADH,{},93809.6668004,93809.6668004,100428.924801,False
C21H29N7O14P2,0.9847,0.9847,C12 PARENT,NADH,091215_3M,False,182821.3,NADH,{},231114.332011,231114.332011,234703.542905,False
C21H29N7O14P2,0.9869,0.9869,C12 PARENT,NADH,091215_1i,False,74054.28,NADH,{},93616.0362867,93616.0362867,94857.8936583,False
C21H29N7O14P2,0.9714,0.9714,C12 PARENT,NADH,091215_45M,False,92211.2,NADH,{},116569.184728,116569.184728,119995.074306,False
C21H29N7O14P2,0.9951,0.9951,C12 PARENT,NADH,091215_0i,False,49996.59,NADH,{},63203.4040929,63203.4040929,63517.2003898,False
C21H29N7O14P2,0.9847,0.9847,C12 PARENT,NADH,091215_0M,False,48535.04,NADH,{},61355.7793799,61355.7793799,62311.9696499,False
C6H12O7,0.5688,0.5688,C13-label-6,D-gluconate,091215_5i,False,23352.87,D-gluconate,{},23340.6134123,23340.6134123,41031.5696071,False
C6H12O7,0.5434,0.5434,C13-label-6,D-gluconate,091215_120i,False,26315.99,D-gluconate,{},26299.099643,26299.099643,48394.3878308,False
C6H12O7,0.6916,0.6916,C13-label-6,D-gluconate,091215_5M,False,39885.71,D-gluconate,{},39856.4476562,39856.4476562,57630.285791,False
C6H12O7,0.7003,0.7003,C13-label-6,D-gluconate,091215_240M,False,45600.66,D-gluconate,{},45569.018475,45569.018475,65067.4833296,False
C6H12O7,0.5803,0.5803,C13-label-6,D-gluconate,091215_15i,False,20655.96,D-gluconate,{},20643.5441659,20643.5441659,35575.5925703,False
C6H12O7,0.5944,0.5944,C13-label-6,D-gluconate,091215_240i,False,29721.15,D-gluconate,{},29697.645138,29697.645138,49964.9455732,False
C6H12O7,0.6716,0.6716,C13-label-6,D-gluconate,091215_15M,False,35639.24,D-gluconate,{},35616.1551112,35616.1551112,53034.0499641,False
C6H12O7,0.6914,0.6914,C13-label-6,D-gluconate,091215_120M,False,47683.06,D-gluconate,{},47649.3893209,47649.3893209,68917.530208,False
C6H12O7,0.5455,0.5455,C13-label-6,D-gluconate,091215_3i,False,20903.84,D-gluconate,{},20893.7642719,20893.7642719,38302.230114,False
C6H12O7,0.6758,0.6758,C13-label-6,D-gluconate,091215_1M,False,36066.64,D-gluconate,{},36041.0169704,36041.0169704,53330.7199653,False
C6H12O7,0.5865,0.5865,C13-label-6,D-gluconate,091215_45i,False,21484.99,D-gluconate,{},21483.1328331,21483.1328331,36627.5152735,False
C6H12O7,0.6416,0.6416,C13-label-6,D-gluconate,091215_3M,False,32066.27,D-gluconate,{},32047.9464844,32047.9464844,49947.3341995,False
C6H12O7,0.5634,0.5634,C13-label-6,D-gluconate,091215_1i,False,19669.36,D-gluconate,{},19657.9757035,19657.9757035,34892.2875533,False
C6H12O7,0.68,0.68,C13-label-6,D-gluconate,091215_45M,False,41048.57,D-gluconate,{},41022.7723143,41022.7723143,60323.6752209,False
C6H12O7,0.0,0.0,C13-label-6,D-gluconate,091215_0i,False,0.0,D-gluconate,{},1.0785e-05,1.0785e-05,42198.7253065,False
C6H12O7,0.0,0.0,C13-label-6,D-gluconate,091215_0M,False,0.0,D-gluconate,{},1.11363e-05,1.11363e-05,65183.900773,False
C6H12O7,0.0269,0.0269,C13-label-5,D-gluconate,091215_5i,False,1093.258,D-gluconate,{},1102.86327369,1102.86327369,41031.5696071,False
C6H12O7,0.0314,0.0314,C13-label-5,D-gluconate,091215_120i,False,1504.764,D-gluconate,{},1521.65203707,1521.65203707,48394.3878308,False
C6H12O7,0.0457,0.0457,C13-label-5,D-gluconate,091215_5M,False,2606.986,D-gluconate,{},2636.24369868,2636.24369868,57630.285791,False
C6H12O7,0.0438,0.0438,C13-label-5,D-gluconate,091215_240M,False,2818.947,D-gluconate,{},2850.58577213,2850.58577213,65067.4833296,False
C6H12O7,0.0314,0.0314,C13-label-5,D-gluconate,091215_15i,False,1106.129,D-gluconate,{},1118.53992606,1118.53992606,35575.5925703,False
C6H12O7,0.0424,0.0424,C13-label-5,D-gluconate,091215_240i,False,2094.051,D-gluconate,{},2117.55294994,2117.55294994,49964.9455732,False
C6H12O7,0.0392,0.0392,C13-label-5,D-gluconate,091215_15M,False,2056.636,D-gluconate,{},2079.71613734,2079.71613734,53034.0499641,False
C6H12O7,0.044,0.044,C13-label-5,D-gluconate,091215_120M,False,2999.725,D-gluconate,{},3033.39097629,3033.39097629,68917.530208,False
C6H12O7,0.0237,0.0237,C13-label-5,D-gluconate,091215_3i,False,897.6482,D-gluconate,{},907.721204381,907.721204381,38302.230114,False
C6H12O7,0.0433,0.0433,C13-label-5,D-gluconate,091215_1M,False,2282.737,D-gluconate,{},2308.42258138,2308.42258138,53330.7199653,False
C6H12O7,0.0046,0.0046,C13-label-5,D-gluconate,091215_45i,False,165.4555,D-gluconate,{},167.311314624,167.311314624,36627.5152735,False
C6H12O7,0.0331,0.0331,C13-label-5,D-gluconate,091215_3M,False,1632.426,D-gluconate,{},1650.80180904,1650.80180904,49947.3341995,False
C6H12O7,0.0294,0.0294,C13-label-5,D-gluconate,091215_1i,False,1014.228,D-gluconate,{},1025.6123202,1025.6123202,34892.2875533,False
C6H12O7,0.0385,0.0385,C13-label-5,D-gluconate,091215_45M,False,2298.319,D-gluconate,{},2324.11322415,2324.11322415,60323.6752209,False
C6H12O7,0.0,0.0,C13-label-5,D-gluconate,091215_0i,False,0.0,D-gluconate,{},-0.0038727953,0.0,42198.7253065,True
C6H12O7,0.0,0.0,C13-label-5,D-gluconate,091215_0M,False,0.0,D-gluconate,{},-0.0039932018,0.0,65183.900773,True
C6H12O7,0.0029,0.0029,C13-label-4,D-gluconate,091215_5i,False,117.3088,D-gluconate,{},120.369676253,120.369676253,41031.5696071,False
C6H12O7,0.0,0.0,C13-label-4,D-gluconate,091215_120i,False,0.0,D-gluconate,{},0.3126267368,0.3126267368,48394.3878308,False
C6H12O7,0.0,0.0,C13-label-4,D-gluconate,091215_5M,False,0.0,D-gluconate,{},0.6291357311,0.6291357311,57630.285791,False
C6H12O7,0.0,0.0,C13-label-4,D-gluconate,091215_240M,False,0.0,D-gluconate,{},0.372377662,0.372377662,65067.4833296,False
C6H12O7,0.0,0.0,C13-label-4,D-gluconate,091215_15i,False,0.0,D-gluconate,{},0.664366597,0.664366597,35575.5925703,False
C6H12O7,0.0,0.0,C13-label-4,D-gluconate,091215_240i,False,0.0,D-gluconate,{},0.3933010285,0.3933010285,49964.9455732,False
C6H12O7,0.0,0.0,C13-label-4,D-gluconate,091215_15M,False,0.0,D-gluconate,{},0.6428467587,0.6428467587,53034.0499641,False
C6H12O7,0.0,0.0,C13-label-4,D-gluconate,091215_120M,False,0.0,D-gluconate,{},0.6341441277,0.6341441277,68917.530208,False
C6H12O7,0.0,0.0,C13-label-4,D-gluconate,091215_3i,False,0.0,D-gluconate,{},0.3696824096,0.3696824096,38302.230114,False
C6H12O7,0.0,0.0,C13-label-4,D-gluconate,091215_1M,False,0.0,D-gluconate,{},-5.4846880491,0.0,53330.7199653,True
C6H12O7,0.0,0.0,C13-label-4,D-gluconate,091215_45i,False,0.0,D-gluconate,{},0.182663172,0.182663172,36627.5152735,False
C6H12O7,0.0,0.0,C13-label-4,D-gluconate,091215_3M,False,0.0,D-gluconate,{},-4.5363479405,0.0,49947.3341995,True
C6H12O7,0.0,0.0,C13-label-4,D-gluconate,091215_1i,False,0.0,D-gluconate,{},-0.0036246386,0.0,34892.2875533,True
C6H12O7,0.0,0.0,C13-label-4,D-gluconate,091215_45M,False,0.0,D-gluconate,{},0.4671570113,0.4671570113,60323.6752209,False
C6H12O7,0.0,0.0,C13-label-4,D-gluconate,091215_0i,False,0.0,D-gluconate,{},0.52089513,0.52089513,42198.7253065,False
C6H12O7,0.0,0.0,C13-label-4,D-gluconate,091215_0M,False,0.0,D-gluconate,{},0.5361196752,0.5361196752,65183.900773,False
C6H12O7,0.0,0.0,C13-label-3,D-gluconate,091215_5i,False,0.0,D-gluconate,{},-24.789253261,0.0,41031.5696071,True
C6H12O7,0.0,0.0,C13-label-3,D-gluconate,091215_120i,False,0.0,D-gluconate,{},-18.6216193449,0.0,48394.3878308,True
C6H12O7,0.0,0.0,C13-label-3,D-gluconate,091215_5M,False,0.0,D-gluconate,{},-37.7847279879,0.0,57630.285791,True
C6H12O7,0.0,0.0,C13-label-3,D-gluconate,091215_240M,False,0.0,D-gluconate,{},-22.3281323407,0.0,65067.4833296,True
C6H12O7,0.0,0.0,C13-label-3,D-gluconate,091215_15i,False,0.0,D-gluconate,{},-39.8489235418,0.0,35575.5925703,True
C6H12O7,0.0,0.0,C13-label-3,D-gluconate,091215_240i,False,0.0,D-gluconate,{},-23.5110069978,0.0,49964.9455732,True
C6H12O7,0.0,0.0,C13-label-3,D-gluconate,091215_15M,False,0.0,D-gluconate,{},-38.5255790845,0.0,53034.0499641,True
C6H12O7,0.0,0.0,C13-label-3,D-gluconate,091215_120M,False,0.0,D-gluconate,{},-37.7567079597,0.0,68917.530208,True
C6H12O7,0.0,0.0,C13-label-3,D-gluconate,091215_3i,False,0.0,D-gluconate,{},-22.3173961285,0.0,38302.230114,True
C6H12O7,0.0028,0.0028,C13-label-3,D-gluconate,091215_1M,False,174.2504,D-gluconate,{},149.179930793,149.179930793,53330.7199653,False
C6H12O7,0.0,0.0,C13-label-3,D-gluconate,091215_45i,False,0.0,D-gluconate,{},-10.9410324403,0.0,36627.5152735,True
C6H12O7,0.0024,0.0024,C13-label-3,D-gluconate,091215_3M,False,148.5763,D-gluconate,{},118.886406125,118.886406125,49947.3341995,False
C6H12O7,0.0,0.0,C13-label-3,D-gluconate,091215_1i,False,0.0,D-gluconate,{},0.2293843002,0.2293843002,34892.2875533,False
C6H12O7,0.0,0.0,C13-label-3,D-gluconate,091215_45M,False,0.0,D-gluconate,{},-27.8716391583,0.0,60323.6752209,True
C6H12O7,0.0,0.0,C13-label-3,D-gluconate,091215_0i,False,0.0,D-gluconate,{},-31.1035322718,0.0,42198.7253065,True
C6H12O7,0.0,0.0,C13-label-3,D-gluconate,091215_0M,False,0.0,D-gluconate,{},-31.9550125872,0.0,65183.900773,True
C6H12O7,0.0137,0.0137,C13-label-2,D-gluconate,091215_5i,False,538.1104,D-gluconate,{},563.750155008,563.750155008,41031.5696071,False
C6H12O7,0.0086,0.0086,C13-label-2,D-gluconate,091215_120i,False,417.0303,D-gluconate,{},415.158219133,415.158219133,48394.3878308,False
C6H12O7,0.0148,0.0148,C13-label-2,D-gluconate,091215_5M,False,818.1318,D-gluconate,{},855.325285859,855.325285859,57630.285791,False
C6H12O7,0.0078,0.0078,C13-label-2,D-gluconate,091215_240M,False,488.0657,D-gluconate,{},505.365316548,505.365316548,65067.4833296,False
C6H12O7,0.0252,0.0252,C13-label-2,D-gluconate,091215_15i,False,865.5354,D-gluconate,{},897.897068291,897.897068291,35575.5925703,False
C6H12O7,0.0106,0.0106,C13-label-2,D-gluconate,091215_240i,False,518.7473,D-gluconate,{},527.477028325,527.477028325,49964.9455732,False
C6H12O7,0.0163,0.0163,C13-label-2,D-gluconate,091215_15M,False,839.4844,D-gluconate,{},866.486083188,866.486083188,53034.0499641,False
C6H12O7,0.0121,0.0121,C13-label-2,D-gluconate,091215_120M,False,839.6265,D-gluconate,{},833.365673552,833.365673552,68917.530208,False
C6H12O7,0.0135,0.0135,C13-label-2,D-gluconate,091215_3i,False,478.0219,D-gluconate,{},515.287350248,515.287350248,38302.230114,False
C6H12O7,0.0132,0.0132,C13-label-2,D-gluconate,091215_1M,False,668.9531,D-gluconate,{},705.792733198,705.792733198,53330.7199653,False
C6H12O7,0.0068,0.0068,C13-label-2,D-gluconate,091215_45i,False,241.9189,D-gluconate,{},248.94753171,248.94753171,36627.5152735,False
C6H12O7,0.0157,0.0157,C13-label-2,D-gluconate,091215_3M,False,757.4398,D-gluconate,{},782.717737943,782.717737943,49947.3341995,False
C6H12O7,0.0,0.0,C13-label-2,D-gluconate,091215_1i,False,0.0,D-gluconate,{},-1.579498101,0.0,34892.2875533,True
C6H12O7,0.0103,0.0103,C13-label-2,D-gluconate,091215_45M,False,617.1551,D-gluconate,{},620.221019817,620.221019817,60323.6752209,False
C6H12O7,0.0166,0.0166,C13-label-2,D-gluconate,091215_0i,False,693.89,D-gluconate,{},701.05132048,701.05132048,42198.7253065,False
C6H12O7,0.0111,0.0111,C13-label-2,D-gluconate,091215_0M,False,723.0593,D-gluconate,{},723.051574304,723.051574304,65183.900773,False
C6H12O7,0.0,0.0,C13-label-1,D-gluconate,091215_5i,False,482.6281,D-gluconate,{},-548.875053803,0.0,41031.5696071,True
C6H12O7,0.0,0.0,C13-label-1,D-gluconate,091215_120i,False,991.1981,D-gluconate,{},-294.443811483,0.0,48394.3878308,True
C6H12O7,0.0,0.0,C13-label-1,D-gluconate,091215_5M,False,452.5309,D-gluconate,{},-472.652363033,0.0,57630.285791,True
C6H12O7,0.0,0.0,C13-label-1,D-gluconate,091215_240M,False,593.3073,D-gluconate,{},-447.705197219,0.0,65067.4833296,True
C6H12O7,0.0,0.0,C13-label-1,D-gluconate,091215_15i,False,528.7066,D-gluconate,{},-301.082646786,0.0,35575.5925703,True
C6H12O7,0.0,0.0,C13-label-1,D-gluconate,091215_240i,False,809.8101,D-gluconate,{},-317.326166188,0.0,49964.9455732,True
C6H12O7,0.0,0.0,C13-label-1,D-gluconate,091215_15M,False,648.7772,D-gluconate,{},-277.756785007,0.0,53034.0499641,True
C6H12O7,0.0034,0.0034,C13-label-1,D-gluconate,091215_120M,False,1300.642,D-gluconate,{},231.846072978,231.846072978,68917.530208,False
C6H12O7,0.0,0.0,C13-label-1,D-gluconate,091215_3i,False,240.3295,D-gluconate,{},-810.483117822,0.0,38302.230114,True
C6H12O7,0.0,0.0,C13-label-1,D-gluconate,091215_1M,False,337.601,D-gluconate,{},-583.8337773,0.0,53330.7199653,True
C6H12O7,0.0,0.0,C13-label-1,D-gluconate,091215_45i,False,532.2747,D-gluconate,{},-418.055141087,0.0,36627.5152735,True
C6H12O7,0.0,0.0,C13-label-1,D-gluconate,091215_3M,False,641.9006,D-gluconate,{},-343.365151543,0.0,49947.3341995,True
C6H12O7,0.0,0.0,C13-label-1,D-gluconate,091215_1i,False,474.3738,D-gluconate,{},-444.682630599,0.0,34892.2875533,True
C6H12O7,0.0,0.0,C13-label-1,D-gluconate,091215_45M,False,943.0246,D-gluconate,{},-92.164881713,0.0,60323.6752209,True
C6H12O7,0.0,0.0,C13-label-1,D-gluconate,091215_0i,False,1724.695,D-gluconate,{},-940.022901392,0.0,42198.7253065,True
C6H12O7,0.0,0.0,C13-label-1,D-gluconate,091215_0M,False,2592.716,D-gluconate,{},-1551.52646726,0.0,65183.900773,True
C6H12O7,0.3876,0.3876,C12 PARENT,D-gluconate,091215_5i,False,14873.73,D-gluconate,{},15903.9730898,15903.9730898,41031.5696071,False
C6H12O7,0.4165,0.4165,C12 PARENT,D-gluconate,091215_120i,False,18852.34,D-gluconate,{},20158.1653048,20158.1653048,48394.3878308,False
C6H12O7,0.2478,0.2478,C12 PARENT,D-gluconate,091215_5M,False,13356.49,D-gluconate,{},14281.6400146,14281.6400146,57630.285791,False
C6H12O7,0.2481,0.2481,C12 PARENT,D-gluconate,091215_240M,False,15096.47,D-gluconate,{},16142.1413883,16142.1413883,65067.4833296,False
C6H12O7,0.363,0.363,C12 PARENT,D-gluconate,091215_15i,False,12078.33,D-gluconate,{},12914.9470435,12914.9470435,35575.5925703,False
C6H12O7,0.3527,0.3527,C12 PARENT,D-gluconate,091215_240i,False,16480.35,D-gluconate,{},17621.8771559,17621.8771559,49964.9455732,False
C6H12O7,0.2729,0.2729,C12 PARENT,D-gluconate,091215_15M,False,13533.63,D-gluconate,{},14471.0497856,14471.0497856,53034.0499641,False
C6H12O7,0.2491,0.2491,C12 PARENT,D-gluconate,091215_120M,False,16056.72,D-gluconate,{},17168.9040201,17168.9040201,68917.530208,False
C6H12O7,0.4173,0.4173,C12 PARENT,D-gluconate,091215_3i,False,14949.59,D-gluconate,{},15985.087605,15985.087605,38302.230114,False
C6H12O7,0.2649,0.2649,C12 PARENT,D-gluconate,091215_1M,False,13211.22,D-gluconate,{},14126.3077495,14126.3077495,53330.7199653,False
C6H12O7,0.4021,0.4021,C12 PARENT,D-gluconate,091215_45i,False,13773.88,D-gluconate,{},14727.9409309,14727.9409309,36627.5152735,False
C6H12O7,0.3073,0.3073,C12 PARENT,D-gluconate,091215_3M,False,14352.82,D-gluconate,{},15346.981762,15346.981762,49947.3341995,False
C6H12O7,0.4072,0.4072,C12 PARENT,D-gluconate,091215_1i,False,13288.06,D-gluconate,{},14208.4701454,14208.4701454,34892.2875533,False
C6H12O7,0.2711,0.2711,C12 PARENT,D-gluconate,091215_45M,False,15296.57,D-gluconate,{},16356.1015056,16356.1015056,60323.6752209,False
C6H12O7,0.9834,0.9834,C12 PARENT,D-gluconate,091215_0i,False,38809.01,D-gluconate,{},41497.1530801,41497.1530801,42198.7253065,False
C6H12O7,0.9889,0.9889,C12 PARENT,D-gluconate,091215_0M,False,60284.64,D-gluconate,{},64460.3130679,64460.3130679,65183.900773,False
C23H38N7O17P3S,0.0,0.0,C13-label-15,Acetyl CoA,091215_5i,False,0.0,Acetyl CoA,{},6e-10,6e-10,6321.52299863,False
C23H38N7O17P3S,0.0,0.0,C13-label-15,Acetyl CoA,091215_120i,False,0.0,Acetyl CoA,{},0.0,0.0,6006.42396665,False
C23H38N7O17P3S,0.0204,0.0204,C13-label-15,Acetyl CoA,091215_5M,False,130.235,Acetyl CoA,{},142.399577005,142.399577005,6995.13914063,False
C23H38N7O17P3S,0.0,0.0,C13-label-15,Acetyl CoA,091215_240M,False,0.0,Acetyl CoA,{},0.0,0.0,4261.55513153,False
C23H38N7O17P3S,0.0,0.0,C13-label-15,Acetyl CoA,091215_15i,False,0.0,Acetyl CoA,{},0.0,0.0,7065.66184991,False
C23H38N7O17P3S,0.0,0.0,C13-label-15,Acetyl CoA,091215_240i,False,0.0,Acetyl CoA,{},6e-10,6e-10,7076.2087691,False
C23H38N7O17P3S,0.0,0.0,C13-label-15,Acetyl CoA,091215_15M,False,0.0,Acetyl CoA,{},0.0,0.0,5521.75391769,False
C23H38N7O17P3S,0.0,0.0,C13-label-15,Acetyl CoA,091215_120M,False,0.0,Acetyl CoA,{},0.0,0.0,4947.52791768,False
C23H38N7O17P3S,0.0,0.0,C13-label-15,Acetyl CoA,091215_3i,False,0.0,Acetyl CoA,{},0.0,0.0,3956.57138261,False
C23H38N7O17P3S,0.0,0.0,C13-label-15,Acetyl CoA,091215_1M,False,0.0,Acetyl CoA,{},0.0,0.0,5346.48109084,False
C23H38N7O17P3S,0.0,0.0,C13-label-15,Acetyl CoA,091215_45i,False,0.0,Acetyl CoA,{},0.0,0.0,6692.13161026,False
C23H38N7O17P3S,0.0,0.0,C13-label-15,Acetyl CoA,091215_3M,False,0.0,Acetyl CoA,{},0.0,0.0,8835.57412271,False
C23H38N7O17P3S,0.0,0.0,C13-label-15,Acetyl CoA,091215_1i,False,0.0,Acetyl CoA,{},-0.0,0.0,6214.89267071,True
C23H38N7O17P3S,0.0,0.0,C13-label-15,Acetyl CoA,091215_45M,False,0.0,Acetyl CoA,{},-0.0,0.0,8269.64061839,True
C23H38N7O17P3S,0.0,0.0,C13-label-15,Acetyl CoA,091215_0i,False,0.0,Acetyl CoA,{},0.0,0.0,7008.47492229,False
C23H38N7O17P3S,0.0,0.0,C13-label-15,Acetyl CoA,091215_0M,False,0.0,Acetyl CoA,{},0.0,0.0,6524.98712134,False
C23H38N7O17P3S,0.0001,0.0001,C13-label-20,Acetyl CoA,091215_5i,False,0.0,Acetyl CoA,{},0.4024876809,0.4024876809,6321.52299863,False
C23H38N7O17P3S,0.0,0.0,C13-label-20,Acetyl CoA,091215_120i,False,0.0,Acetyl CoA,{},-0.0,0.0,6006.42396665,True
C23H38N7O17P3S,0.0,0.0,C13-label-20,Acetyl CoA,091215_5M,False,0.0,Acetyl CoA,{},-7.3975144886,0.0,6995.13914063,True
C23H38N7O17P3S,0.0,0.0,C13-label-20,Acetyl CoA,091215_240M,False,0.0,Acetyl CoA,{},-0.0,0.0,4261.55513153,True
C23H38N7O17P3S,0.0,0.0,C13-label-20,Acetyl CoA,091215_15i,False,0.0,Acetyl CoA,{},-0.0,0.0,7065.66184991,True
C23H38N7O17P3S,0.0,0.0,C13-label-20,Acetyl CoA,091215_240i,False,0.0,Acetyl CoA,{},-0.0,0.0,7076.2087691,True
C23H38N7O17P3S,0.0,0.0,C13-label-20,Acetyl CoA,091215_15M,False,0.0,Acetyl CoA,{},-0.0,0.0,5521.75391769,True
C23H38N7O17P3S,0.0,0.0,C13-label-20,Acetyl CoA,091215_120M,False,0.0,Acetyl CoA,{},-0.0,0.0,4947.52791768,True
C23H38N7O17P3S,0.0002,0.0002,C13-label-20,Acetyl CoA,091215_3i,False,0.0,Acetyl CoA,{},0.6158635018,0.6158635018,3956.57138261,False
C23H38N7O17P3S,0.0001,0.0001,C13-label-20,Acetyl CoA,091215_1M,False,0.0,Acetyl CoA,{},0.486262849,0.486262849,5346.48109084,False
C23H38N7O17P3S,0.0,0.0,C13-label-20,Acetyl CoA,091215_45i,False,0.0,Acetyl CoA,{},0.2484024998,0.2484024998,6692.13161026,False
C23H38N7O17P3S,0.0,0.0,C13-label-20,Acetyl CoA,091215_3M,False,0.0,Acetyl CoA,{},-0.0,0.0,8835.57412271,True
C23H38N7O17P3S,0.0001,0.0001,C13-label-20,Acetyl CoA,091215_1i,False,0.0,Acetyl CoA,{},0.4630180833,0.4630180833,6214.89267071,False
C23H38N7O17P3S,0.016,0.016,C13-label-20,Acetyl CoA,091215_45M,False,126.5004,Acetyl CoA,{},132.02751352,132.02751352,8269.64061839,False
C23H38N7O17P3S,0.0,0.0,C13-label-20,Acetyl CoA,091215_0i,False,0.0,Acetyl CoA,{},-0.0,0.0,7008.47492229,True
C23H38N7O17P3S,0.0001,0.0001,C13-label-20,Acetyl CoA,091215_0M,False,0.0,Acetyl CoA,{},0.4290337899,0.4290337899,6524.98712134,False
C23H38N7O17P3S,0.0,0.0,C13-label-19,Acetyl CoA,091215_5i,False,0.0,Acetyl CoA,{},-18.1300757154,0.0,6321.52299863,True
C23H38N7O17P3S,0.0,0.0,C13-label-19,Acetyl CoA,091215_120i,False,0.0,Acetyl CoA,{},0.0,0.0,6006.42396665,False
C23H38N7O17P3S,0.0214,0.0214,C13-label-19,Acetyl CoA,091215_5M,False,175.415,Acetyl CoA,{},149.797016388,149.797016388,6995.13914063,False
C23H38N7O17P3S,0.0,0.0,C13-label-19,Acetyl CoA,091215_240M,False,0.0,Acetyl CoA,{},0.0,0.0,4261.55513153,False
C23H38N7O17P3S,0.0,0.0,C13-label-19,Acetyl CoA,091215_15i,False,0.0,Acetyl CoA,{},0.0,0.0,7065.66184991,False
C23H38N7O17P3S,0.0,0.0,C13-label-19,Acetyl CoA,091215_240i,False,0.0,Acetyl CoA,{},0.0,0.0,7076.2087691,False
C23H38N7O17P3S,0.0,0.0,C13-label-19,Acetyl CoA,091215_15M,False,0.0,Acetyl CoA,{},0.0,0.0,5521.75391769,False
C23H38N7O17P3S,0.0,0.0,C13-label-19,Acetyl CoA,091215_120M,False,0.0,Acetyl CoA,{},0.0,0.0,4947.52791768,False
C23H38N7O17P3S,0.0,0.0,C13-label-19,Acetyl CoA,091215_3i,False,0.0,Acetyl CoA,{},-27.7415991819,0.0,3956.57138261,True
C23H38N7O17P3S,0.0,0.0,C13-label-19,Acetyl CoA,091215_1M,False,0.0,Acetyl CoA,{},-21.9037319378,0.0,5346.48109084,True
C23H38N7O17P3S,0.0,0.0,C13-label-19,Acetyl CoA,091215_45i,False,0.0,Acetyl CoA,{},-11.1893017916,0.0,6692.13161026,True
C23H38N7O17P3S,0.0,0.0,C13-label-19,Acetyl CoA,091215_3M,False,0.0,Acetyl CoA,{},0.0,0.0,8835.57412271,False
C23H38N7O17P3S,0.0,0.0,C13-label-19,Acetyl CoA,091215_1i,False,0.0,Acetyl CoA,{},-20.8566704172,0.0,6214.89267071,True
C23H38N7O17P3S,0.0,0.0,C13-label-19,Acetyl CoA,091215_45M,False,0.0,Acetyl CoA,{},-54.9267655561,0.0,8269.64061839,True
C23H38N7O17P3S,0.0,0.0,C13-label-19,Acetyl CoA,091215_0i,False,0.0,Acetyl CoA,{},0.0,0.0,7008.47492229,False
C23H38N7O17P3S,0.0,0.0,C13-label-19,Acetyl CoA,091215_0M,False,0.0,Acetyl CoA,{},-19.325846392,0.0,6524.98712134,True
C23H38N7O17P3S,0.0318,0.0318,C13-label-7,Acetyl CoA,091215_5i,False,167.9432,Acetyl CoA,{},200.801995377,200.801995377,6321.52299863,False
C23H38N7O17P3S,0.0,0.0,C13-label-7,Acetyl CoA,091215_120i,False,0.0,Acetyl CoA,{},0.0656636781,0.0656636781,6006.42396665,False
C23H38N7O17P3S,0.0,0.0,C13-label-7,Acetyl CoA,091215_5M,False,0.0,Acetyl CoA,{},-0.0005060865,0.0,6995.13914063,True
C23H38N7O17P3S,0.0,0.0,C13-label-7,Acetyl CoA,091215_240M,False,0.0,Acetyl CoA,{},-0.0008289955,0.0,4261.55513153,True
C23H38N7O17P3S,0.0,0.0,C13-label-7,Acetyl CoA,091215_15i,False,0.0,Acetyl CoA,{},0.0250391363,0.0250391363,7065.66184991,False
C23H38N7O17P3S,0.0291,0.0291,C13-label-7,Acetyl CoA,091215_240i,False,172.1945,Acetyl CoA,{},205.893399411,205.893399411,7076.2087691,False
C23H38N7O17P3S,0.0,0.0,C13-label-7,Acetyl CoA,091215_15M,False,0.0,Acetyl CoA,{},0.0001459575,0.0001459575,5521.75391769,False
C23H38N7O17P3S,0.0,0.0,C13-label-7,Acetyl CoA,091215_120M,False,0.0,Acetyl CoA,{},-0.0014210277,0.0,4947.52791768,True
C23H38N7O17P3S,0.0,0.0,C13-label-7,Acetyl CoA,091215_3i,False,0.0,Acetyl CoA,{},-0.0039033454,0.0,3956.57138261,True
C23H38N7O17P3S,0.0,0.0,C13-label-7,Acetyl CoA,091215_1M,False,0.0,Acetyl CoA,{},0.0001555421,0.0001555421,5346.48109084,False
